Order ID,Order Date,Ship Mode,Customer Name,Segment,Region,State,City,Category,SubCategory,Sales,Quantity,Discount,Profit,Profit Margin,Order Year
CA-2014-140886,2014-09-30,Standard Class,Kelly Williams,Consumer,South,Tennessee,Clarksville,Office Supplies,Appliances,69.216,6,0.2,11.2476,0.1625,2014
CA-2017-152695,2017-12-10,Same Day,Chris Cortes,Consumer,East,Connecticut,Fairfield,Office Supplies,Envelopes,10.86,3,0.0,5.1042,0.47,2017
CA-2017-152695,2017-12-10,Same Day,Chris Cortes,Consumer,East,Connecticut,Fairfield,Office Supplies,Appliances,426.79,7,0.0,123.7691,0.29,2017
CA-2014-110639,2014-08-23,Same Day,Rick Hansen,Consumer,East,New York,New York City,Office Supplies,Paper,25.92,4,0.0,12.4416,0.48,2014
CA-2014-110639,2014-08-23,Same Day,Rick Hansen,Consumer,East,New York,New York City,Office Supplies,Paper,45.92,4,0.0,22.5008,0.49,2014
CA-2014-121727,2014-08-19,Standard Class,Jim Karlsson,Consumer,East,Ohio,Columbus,Office Supplies,Art,10.72,2,0.2,1.742,0.1625,2014
CA-2016-137736,2016-11-10,Standard Class,Debra Catini,Consumer,South,Georgia,Warner Robins,Office Supplies,Art,41.86,7,0.0,10.465,0.25,2016
US-2014-143231,2014-12-31,First Class,Gary Mitchum,Home Office,East,Massachusetts,Franklin,Furniture,Furnishings,63.2,5,0.0,23.384,0.37,2014
US-2014-143231,2014-12-31,First Class,Gary Mitchum,Home Office,East,Massachusetts,Franklin,Technology,Accessories,113.97,3,0.0,27.3528,0.24,2014
CA-2016-119025,2016-02-22,Standard Class,Paul Van Hugh,Home Office,Central,Wisconsin,Milwaukee,Office Supplies,Appliances,490.32,9,0.0,137.2896,0.28,2016
CA-2016-159373,2016-03-13,Standard Class,Liz Thompson,Consumer,Central,Texas,San Antonio,Office Supplies,Paper,70.08,5,0.2,24.528,0.35,2016
CA-2016-159373,2016-03-13,Standard Class,Liz Thompson,Consumer,Central,Texas,San Antonio,Office Supplies,Binders,1.272,2,0.8,-2.1624,-1.7,2016
CA-2016-159373,2016-03-13,Standard Class,Liz Thompson,Consumer,Central,Texas,San Antonio,Furniture,Tables,557.585,5,0.3,0.0,0.0,2016
CA-2017-109701,2017-12-02,Same Day,Alice McCarthy,Corporate,West,California,Los Angeles,Office Supplies,Binders,9.024,6,0.2,3.1584,0.35,2017
CA-2017-109701,2017-12-02,Same Day,Alice McCarthy,Corporate,West,California,Los Angeles,Office Supplies,Binders,69.456,2,0.2,22.5732,0.325,2017
CA-2017-109701,2017-12-02,Same Day,Alice McCarthy,Corporate,West,California,Los Angeles,Office Supplies,Paper,10.86,2,0.0,5.3214,0.49,2017
CA-2017-109701,2017-12-02,Same Day,Alice McCarthy,Corporate,West,California,Los Angeles,Office Supplies,Appliances,79.47,3,0.0,22.2516,0.28,2017
CA-2017-109701,2017-12-02,Same Day,Alice McCarthy,Corporate,West,California,Los Angeles,Office Supplies,Art,10.08,6,0.0,5.04,0.5,2017
CA-2015-111514,2015-08-31,First Class,Scott Cohen,Corporate,West,California,San Francisco,Furniture,Bookcases,1552.831,7,0.15,200.9546,0.1294,2015
CA-2015-111514,2015-08-31,First Class,Scott Cohen,Corporate,West,California,San Francisco,Office Supplies,Binders,137.24,5,0.2,46.3185,0.3375,2015
CA-2015-111514,2015-08-31,First Class,Scott Cohen,Corporate,West,California,San Francisco,Technology,Accessories,36.51,1,0.0,15.6993,0.43,2015
CA-2015-111514,2015-08-31,First Class,Scott Cohen,Corporate,West,California,San Francisco,Technology,Machines,239.976,3,0.2,80.9919,0.3375,2015
US-2014-148838,2014-03-17,Standard Class,Christine Phan,Corporate,East,New York,New York City,Furniture,Tables,1579.746,7,0.4,-447.5947,-0.2833,2014
US-2014-148838,2014-03-17,Standard Class,Christine Phan,Corporate,East,New York,New York City,Furniture,Tables,1071.576,4,0.4,-553.6476,-0.5167,2014
US-2014-148838,2014-03-17,Standard Class,Christine Phan,Corporate,East,New York,New York City,Furniture,Tables,613.908,3,0.4,-122.7816,-0.2,2014
US-2014-148838,2014-03-17,Standard Class,Christine Phan,Corporate,East,New York,New York City,Office Supplies,Paper,34.86,7,0.0,16.3842,0.47,2014
US-2014-148838,2014-03-17,Standard Class,Christine Phan,Corporate,East,New York,New York City,Office Supplies,Paper,155.04,4,0.0,75.9696,0.49,2014
CA-2017-136497,2017-04-16,Standard Class,Roy Französisch,Consumer,East,Ohio,Columbus,Office Supplies,Binders,13.71,5,0.7,-10.054,-0.7333,2017
US-2016-108637,2016-03-13,Standard Class,Adam Bellavance,Home Office,South,Virginia,Waynesboro,Furniture,Furnishings,127.88,2,0.0,40.9216,0.32,2016
US-2016-108637,2016-03-13,Standard Class,Adam Bellavance,Home Office,South,Virginia,Waynesboro,Office Supplies,Appliances,160.32,2,0.0,44.8896,0.28,2016
US-2016-108637,2016-03-13,Standard Class,Adam Bellavance,Home Office,South,Virginia,Waynesboro,Office Supplies,Binders,46.0,4,0.0,20.7,0.45,2016
CA-2014-102295,2014-11-24,Second Class,Erica Hackney,Consumer,West,California,Sacramento,Furniture,Chairs,120.712,1,0.2,-18.1068,-0.15,2014
CA-2017-123659,2017-02-10,First Class,Michael Nguyen,Consumer,East,Maryland,Clinton,Office Supplies,Paper,23.12,4,0.0,11.3288,0.49,2017
US-2016-129469,2016-09-23,Standard Class,Kelly Lampkin,Corporate,East,Ohio,Fairfield,Office Supplies,Art,4.912,2,0.2,0.307,0.0625,2016
CA-2017-155152,2017-07-07,Second Class,Michael Paige,Corporate,East,Rhode Island,Warwick,Technology,Accessories,252.0,4,0.0,93.24,0.37,2017
CA-2016-159940,2016-07-07,Second Class,Barry Französisch,Corporate,Central,Illinois,Aurora,Furniture,Furnishings,60.288,8,0.6,-27.1296,-0.45,2016
CA-2016-159940,2016-07-07,Second Class,Barry Französisch,Corporate,Central,Illinois,Aurora,Office Supplies,Fasteners,2.632,1,0.2,0.8225,0.3125,2016
CA-2016-159940,2016-07-07,Second Class,Barry Französisch,Corporate,Central,Illinois,Aurora,Office Supplies,Paper,23.688,9,0.2,7.6986,0.325,2016
CA-2016-159940,2016-07-07,Second Class,Barry Französisch,Corporate,Central,Illinois,Aurora,Furniture,Chairs,253.372,2,0.3,-14.4784,-0.0571,2016
CA-2017-119669,2017-01-24,Standard Class,Theone Pippenger,Consumer,South,Georgia,Smyrna,Office Supplies,Fasteners,5.67,3,0.0,0.1134,0.02,2017
US-2014-164616,2014-08-19,Second Class,Maxwell Schwartz,Consumer,East,Ohio,Columbus,Office Supplies,Binders,76.776,4,0.7,-58.8616,-0.7667,2014
US-2014-164616,2014-08-19,Second Class,Maxwell Schwartz,Consumer,East,Ohio,Columbus,Office Supplies,Supplies,9.184,2,0.2,1.148,0.125,2014
CA-2015-148628,2015-12-06,Standard Class,Katherine Murray,Home Office,West,California,Thousand Oaks,Office Supplies,Paper,32.75,5,0.0,15.065,0.46,2015
CA-2016-118052,2016-05-06,Standard Class,Brad Eason,Home Office,East,Ohio,Lorain,Office Supplies,Fasteners,7.216,2,0.2,1.7138,0.2375,2016
CA-2016-118052,2016-05-06,Standard Class,Brad Eason,Home Office,East,Ohio,Lorain,Office Supplies,Paper,49.568,2,0.2,15.49,0.3125,2016
CA-2016-118052,2016-05-06,Standard Class,Brad Eason,Home Office,East,Ohio,Lorain,Furniture,Furnishings,54.712,7,0.2,11.6263,0.2125,2016
US-2017-117534,2017-03-25,First Class,Christina VanderZanden,Consumer,West,California,Fresno,Office Supplies,Appliances,176.04,4,0.0,45.7704,0.26,2017
US-2017-117534,2017-03-25,First Class,Christina VanderZanden,Consumer,West,California,Fresno,Office Supplies,Art,16.02,9,0.0,4.4856,0.28,2017
US-2017-117534,2017-03-25,First Class,Christina VanderZanden,Consumer,West,California,Fresno,Office Supplies,Binders,185.92,4,0.2,62.748,0.3375,2017
US-2017-117534,2017-03-25,First Class,Christina VanderZanden,Consumer,West,California,Fresno,Technology,Phones,211.168,4,0.2,15.8376,0.075,2017
US-2017-117534,2017-03-25,First Class,Christina VanderZanden,Consumer,West,California,Fresno,Technology,Copiers,479.984,2,0.2,59.998,0.125,2017
CA-2015-145065,2015-12-12,First Class,Dennis Kane,Consumer,West,California,San Diego,Office Supplies,Fasteners,7.86,2,0.0,3.6156,0.46,2015
CA-2015-145065,2015-12-12,First Class,Dennis Kane,Consumer,West,California,San Diego,Office Supplies,Binders,24.448,2,0.2,8.8624,0.3625,2015
US-2015-127040,2015-12-06,Standard Class,Speros Goranitis,Consumer,East,New York,New York City,Office Supplies,Paper,6.48,1,0.0,3.1104,0.48,2015
US-2015-127040,2015-12-06,Standard Class,Speros Goranitis,Consumer,East,New York,New York City,Office Supplies,Paper,41.86,7,0.0,20.5114,0.49,2015
US-2015-127040,2015-12-06,Standard Class,Speros Goranitis,Consumer,East,New York,New York City,Technology,Accessories,1619.91,9,0.0,97.1946,0.06,2015
US-2015-127040,2015-12-06,Standard Class,Speros Goranitis,Consumer,East,New York,New York City,Furniture,Furnishings,113.92,4,0.0,42.1504,0.37,2015
CA-2016-128111,2016-03-17,Standard Class,Christine Sundaresam,Consumer,East,Massachusetts,Malden,Office Supplies,Art,39.68,2,0.0,10.3168,0.26,2016
CA-2015-137897,2015-11-14,Standard Class,Patrick Jones,Corporate,East,New York,New York City,Technology,Accessories,37.6,2,0.0,2.256,0.06,2015
CA-2015-137897,2015-11-14,Standard Class,Patrick Jones,Corporate,East,New York,New York City,Technology,Accessories,59.9,2,0.0,23.96,0.4,2015
CA-2015-137897,2015-11-14,Standard Class,Patrick Jones,Corporate,East,New York,New York City,Office Supplies,Paper,37.0,5,0.0,16.65,0.45,2015
CA-2017-169264,2017-08-14,Second Class,Nora Preis,Consumer,West,California,San Francisco,Office Supplies,Labels,5.76,2,0.0,2.8224,0.49,2017
CA-2017-169264,2017-08-14,Second Class,Nora Preis,Consumer,West,California,San Francisco,Office Supplies,Art,16.68,6,0.0,4.3368,0.26,2017
CA-2017-147361,2017-09-09,Standard Class,Sean Braxton,Corporate,South,South Carolina,Florence,Office Supplies,Storage,628.81,7,0.0,12.5762,0.02,2017
CA-2017-147361,2017-09-09,Standard Class,Sean Braxton,Corporate,South,South Carolina,Florence,Office Supplies,Storage,56.45,5,0.0,14.677,0.26,2017
CA-2017-145877,2017-04-01,Second Class,Adam Shillingsburg,Consumer,Central,Missouri,Springfield,Office Supplies,Storage,94.2,6,0.0,23.55,0.25,2017
CA-2017-145877,2017-04-01,Second Class,Adam Shillingsburg,Consumer,Central,Missouri,Springfield,Office Supplies,Envelopes,28.4,5,0.0,13.348,0.47,2017
US-2016-110170,2016-09-27,Standard Class,Harry Marie,Corporate,Central,Texas,Huntsville,Furniture,Bookcases,956.6648,7,0.32,-225.0976,-0.2353,2016
CA-2017-108574,2017-10-07,Standard Class,Mike Gockenbach,Consumer,West,California,Los Angeles,Technology,Accessories,1115.91,9,0.0,200.8638,0.18,2017
CA-2017-108574,2017-10-07,Standard Class,Mike Gockenbach,Consumer,West,California,Los Angeles,Technology,Phones,128.744,7,0.2,-28.9674,-0.225,2017
CA-2017-144589,2017-01-20,Standard Class,Tamara Manning,Consumer,West,California,San Francisco,Office Supplies,Art,24.2,5,0.0,7.986,0.33,2017
CA-2017-144589,2017-01-20,Standard Class,Tamara Manning,Consumer,West,California,San Francisco,Technology,Phones,359.976,3,0.2,130.4913,0.3625,2017
CA-2017-155985,2017-03-23,First Class,Bill Eplett,Home Office,West,California,San Francisco,Furniture,Furnishings,211.84,8,0.0,76.2624,0.36,2017
CA-2014-162684,2014-08-01,Standard Class,Ann Steele,Home Office,East,Pennsylvania,Philadelphia,Office Supplies,Fasteners,5.68,2,0.2,1.917,0.3375,2014
CA-2015-142041,2015-06-07,Second Class,Eleni McCrary,Corporate,West,California,Los Angeles,Office Supplies,Binders,7.52,5,0.2,2.632,0.35,2015
CA-2014-151295,2014-11-12,Standard Class,Joseph Airdo,Consumer,West,California,Los Angeles,Office Supplies,Paper,11.96,2,0.0,5.8604,0.49,2014
CA-2014-151295,2014-11-12,Standard Class,Joseph Airdo,Consumer,West,California,Los Angeles,Furniture,Tables,629.064,3,0.2,31.4532,0.05,2014
CA-2016-156300,2016-12-29,Standard Class,Troy Blackwell,Consumer,Central,Wisconsin,Milwaukee,Furniture,Chairs,754.45,5,0.0,60.356,0.08,2016
CA-2015-146087,2015-07-06,Standard Class,Paul Prost,Home Office,East,Massachusetts,Holyoke,Furniture,Bookcases,301.96,2,0.0,60.392,0.2,2015
CA-2017-168655,2017-10-12,Standard Class,Michelle Lonsdale,Corporate,West,New Mexico,Albuquerque,Technology,Accessories,595.0,5,0.0,95.2,0.16,2017
CA-2017-168655,2017-10-12,Standard Class,Michelle Lonsdale,Corporate,West,New Mexico,Albuquerque,Office Supplies,Binders,79.872,3,0.2,29.952,0.375,2017
CA-2016-107202,2016-05-21,Standard Class,Linda Cazamias,Corporate,West,Nevada,Sparks,Technology,Machines,2396.4,10,0.2,179.73,0.075,2016
CA-2017-159597,2017-11-09,Standard Class,Matt Collister,Corporate,West,California,Coachella,Technology,Accessories,99.99,1,0.0,43.9956,0.44,2017
CA-2016-155551,2016-04-18,Standard Class,Clay Rozendal,Home Office,Central,Illinois,Elmhurst,Office Supplies,Storage,230.376,3,0.2,-48.9549,-0.2125,2016
CA-2016-155551,2016-04-18,Standard Class,Clay Rozendal,Home Office,Central,Illinois,Elmhurst,Office Supplies,Paper,9.664,2,0.2,3.2616,0.3375,2016
US-2017-147669,2017-12-25,Standard Class,Susan Vittorini,Consumer,East,Ohio,Fairfield,Technology,Accessories,158.928,7,0.2,41.7186,0.2625,2017
US-2017-147669,2017-12-25,Standard Class,Susan Vittorini,Consumer,East,Ohio,Fairfield,Office Supplies,Binders,13.023,1,0.7,-10.4184,-0.8,2017
US-2017-147669,2017-12-25,Standard Class,Susan Vittorini,Consumer,East,Ohio,Fairfield,Furniture,Tables,273.06,2,0.4,-104.673,-0.3833,2017
US-2017-147669,2017-12-25,Standard Class,Susan Vittorini,Consumer,East,Ohio,Fairfield,Office Supplies,Fasteners,39.312,13,0.2,12.7764,0.325,2017
CA-2016-169922,2016-06-11,Standard Class,Mary Zewe,Corporate,Central,Texas,Arlington,Office Supplies,Binders,1.344,4,0.8,-2.1504,-1.6,2016
CA-2016-169922,2016-06-11,Standard Class,Mary Zewe,Corporate,Central,Texas,Arlington,Office Supplies,Binders,8.272,4,0.8,-13.6488,-1.65,2016
CA-2016-169922,2016-06-11,Standard Class,Mary Zewe,Corporate,Central,Texas,Arlington,Furniture,Furnishings,12.544,7,0.6,-9.0944,-0.725,2016
CA-2017-100748,2017-05-13,Standard Class,Ross Baird,Home Office,West,California,San Francisco,Office Supplies,Labels,58.48,8,0.0,27.4856,0.47,2017
CA-2017-129805,2017-12-28,Standard Class,Harry Marie,Corporate,West,Washington,Seattle,Furniture,Furnishings,7.4,2,0.0,3.034,0.41,2017
CA-2014-148586,2014-03-25,Standard Class,Annie Zypern,Consumer,East,New York,New York City,Furniture,Chairs,366.786,7,0.1,65.2064,0.1778,2014
US-2017-112613,2017-05-28,Standard Class,Jonathan Howell,Consumer,Central,Texas,Houston,Technology,Phones,54.368,4,0.2,4.0776,0.075,2017
CA-2015-154746,2015-11-14,First Class,Patrick Jones,Corporate,South,Virginia,Springfield,Office Supplies,Envelopes,33.96,2,0.0,16.98,0.5,2015
CA-2015-154746,2015-11-14,First Class,Patrick Jones,Corporate,South,Virginia,Springfield,Office Supplies,Appliances,826.11,3,0.0,322.1829,0.39,2015
CA-2017-140053,2017-07-03,Standard Class,Christina Anderson,Consumer,West,New Mexico,Farmington,Furniture,Furnishings,545.85,9,0.0,114.6285,0.21,2017
CA-2014-164210,2014-11-18,Second Class,Pierre Wener,Consumer,West,Colorado,Louisville,Furniture,Tables,145.98,2,0.5,-99.2664,-0.68,2014
CA-2014-164210,2014-11-18,Second Class,Pierre Wener,Consumer,West,Colorado,Louisville,Office Supplies,Paper,35.808,4,0.2,12.5328,0.35,2014
CA-2017-139948,2017-07-17,Standard Class,Shaun Weien,Consumer,South,Florida,Tampa,Furniture,Furnishings,7.904,2,0.2,2.1736,0.275,2017
CA-2016-146934,2016-05-22,Standard Class,Art Ferguson,Consumer,East,New Jersey,Passaic,Technology,Phones,345.0,5,0.0,86.25,0.25,2016
CA-2016-146934,2016-05-22,Standard Class,Art Ferguson,Consumer,East,New Jersey,Passaic,Furniture,Tables,174.286,2,0.3,-19.9184,-0.1143,2016
CA-2016-146934,2016-05-22,Standard Class,Art Ferguson,Consumer,East,New Jersey,Passaic,Office Supplies,Appliances,662.84,4,0.0,172.3384,0.26,2016
CA-2016-146934,2016-05-22,Standard Class,Art Ferguson,Consumer,East,New Jersey,Passaic,Technology,Accessories,95.1,5,0.0,30.432,0.32,2016
CA-2016-146934,2016-05-22,Standard Class,Art Ferguson,Consumer,East,New Jersey,Passaic,Office Supplies,Envelopes,26.88,6,0.0,12.9024,0.48,2016
CA-2016-146934,2016-05-22,Standard Class,Art Ferguson,Consumer,East,New Jersey,Passaic,Technology,Phones,257.98,2,0.0,74.8142,0.29,2016
CA-2015-100573,2015-09-25,Standard Class,Anne McFarland,Consumer,West,California,Los Angeles,Office Supplies,Envelopes,17.48,2,0.0,8.2156,0.47,2015
CA-2016-119165,2016-10-31,Standard Class,Bill Donatelli,Consumer,East,Pennsylvania,Philadelphia,Furniture,Chairs,492.835,5,0.3,-14.081,-0.0286,2016
CA-2015-128027,2015-09-14,Second Class,Christopher Martinez,Consumer,South,South Carolina,North Charleston,Office Supplies,Storage,269.49,3,0.0,5.3898,0.02,2015
CA-2016-140207,2016-11-05,Standard Class,Christopher Schild,Home Office,West,California,San Jose,Office Supplies,Binders,29.12,5,0.2,9.828,0.3375,2016
CA-2017-140949,2017-03-17,Second Class,Denny Blanton,Consumer,East,New York,New York City,Office Supplies,Labels,18.75,5,0.0,9.0,0.48,2017
CA-2017-140949,2017-03-17,Second Class,Denny Blanton,Consumer,East,New York,New York City,Technology,Phones,119.7,6,0.0,31.122,0.26,2017
CA-2017-140949,2017-03-17,Second Class,Denny Blanton,Consumer,East,New York,New York City,Technology,Accessories,57.06,3,0.0,18.2592,0.32,2017
CA-2017-140949,2017-03-17,Second Class,Denny Blanton,Consumer,East,New York,New York City,Technology,Accessories,71.6,8,0.0,13.604,0.19,2017
CA-2017-140949,2017-03-17,Second Class,Denny Blanton,Consumer,East,New York,New York City,Office Supplies,Storage,107.44,8,0.0,27.9344,0.26,2017
CA-2017-140949,2017-03-17,Second Class,Denny Blanton,Consumer,East,New York,New York City,Office Supplies,Labels,7.31,1,0.0,3.4357,0.47,2017
CA-2017-140949,2017-03-17,Second Class,Denny Blanton,Consumer,East,New York,New York City,Office Supplies,Art,59.1,6,0.0,22.458,0.38,2017
CA-2017-140949,2017-03-17,Second Class,Denny Blanton,Consumer,East,New York,New York City,Office Supplies,Storage,46.53,3,0.0,12.0978,0.26,2017
CA-2017-138548,2017-08-15,Standard Class,James Galang,Consumer,East,New Jersey,Plainfield,Office Supplies,Appliances,97.84,2,0.0,25.4384,0.26,2017
CA-2015-142419,2015-07-11,Second Class,Shahid Collister,Consumer,West,Washington,Seattle,Office Supplies,Paper,29.97,3,0.0,13.4865,0.45,2015
CA-2017-148691,2017-12-03,Standard Class,Chuck Sachs,Consumer,East,New York,New York City,Office Supplies,Binders,83.92,5,0.2,29.372,0.35,2017
CA-2017-148691,2017-12-03,Standard Class,Chuck Sachs,Consumer,East,New York,New York City,Office Supplies,Binders,14.624,2,0.2,5.1184,0.35,2017
CA-2017-148691,2017-12-03,Standard Class,Chuck Sachs,Consumer,East,New York,New York City,Technology,Phones,136.99,1,0.0,36.9873,0.27,2017
CA-2017-148691,2017-12-03,Standard Class,Chuck Sachs,Consumer,East,New York,New York City,Office Supplies,Labels,3.15,1,0.0,1.512,0.48,2017
CA-2017-128755,2017-05-04,Standard Class,Mike Kennedy,Consumer,South,Virginia,Newport News,Office Supplies,Paper,9.11,1,0.0,4.0995,0.45,2017
CA-2017-128755,2017-05-04,Standard Class,Mike Kennedy,Consumer,South,Virginia,Newport News,Office Supplies,Storage,571.44,4,0.0,165.7176,0.29,2017
CA-2017-128755,2017-05-04,Standard Class,Mike Kennedy,Consumer,South,Virginia,Newport News,Office Supplies,Paper,32.4,5,0.0,15.552,0.48,2017
CA-2017-128755,2017-05-04,Standard Class,Mike Kennedy,Consumer,South,Virginia,Newport News,Office Supplies,Storage,16.91,1,0.0,4.5657,0.27,2017
US-2016-135923,2016-01-22,Standard Class,Carlos Meador,Consumer,South,North Carolina,Fayetteville,Furniture,Furnishings,14.272,8,0.2,4.2816,0.3,2016
US-2016-135923,2016-01-22,Standard Class,Carlos Meador,Consumer,South,North Carolina,Fayetteville,Furniture,Bookcases,451.136,4,0.2,-67.6704,-0.15,2016
US-2016-135923,2016-01-22,Standard Class,Carlos Meador,Consumer,South,North Carolina,Fayetteville,Office Supplies,Appliances,64.864,4,0.2,6.4864,0.1,2016
CA-2016-114972,2016-11-03,First Class,Phillip Flathmann,Consumer,West,California,Los Angeles,Furniture,Chairs,217.584,2,0.2,-29.9178,-0.1375,2016
CA-2016-114972,2016-11-03,First Class,Phillip Flathmann,Consumer,West,California,Los Angeles,Technology,Accessories,82.95,5,0.0,29.0325,0.35,2016
CA-2016-114972,2016-11-03,First Class,Phillip Flathmann,Consumer,West,California,Los Angeles,Office Supplies,Labels,87.71,7,0.0,41.2237,0.47,2016
CA-2016-114972,2016-11-03,First Class,Phillip Flathmann,Consumer,West,California,Los Angeles,Office Supplies,Appliances,1101.48,4,0.0,429.5772,0.39,2016
CA-2017-102750,2017-09-04,Second Class,Greg Maxwell,Corporate,West,California,Los Angeles,Furniture,Tables,1322.352,3,0.2,-99.1764,-0.075,2017
CA-2014-145212,2014-09-13,Standard Class,Dan Campbell,Consumer,East,New York,New York City,Office Supplies,Art,5.46,3,0.0,1.4742,0.27,2014
CA-2017-141992,2017-06-19,Standard Class,Frank Olsen,Consumer,Central,Texas,Dallas,Office Supplies,Supplies,11.184,1,0.2,0.8388,0.075,2017
CA-2017-141992,2017-06-19,Standard Class,Frank Olsen,Consumer,Central,Texas,Dallas,Office Supplies,Storage,153.584,2,0.2,-32.6366,-0.2125,2017
CA-2017-147956,2017-12-24,Standard Class,Alan Hwang,Consumer,West,Washington,Seattle,Office Supplies,Storage,1003.62,6,0.0,0.0,0.0,2017
CA-2017-126067,2017-08-28,Standard Class,Kristina Nunn,Home Office,West,Washington,Seattle,Technology,Phones,35.168,4,0.2,11.4296,0.325,2017
CA-2017-126067,2017-08-28,Standard Class,Kristina Nunn,Home Office,West,Washington,Seattle,Furniture,Tables,1137.75,5,0.0,250.305,0.22,2017
CA-2017-126067,2017-08-28,Standard Class,Kristina Nunn,Home Office,West,Washington,Seattle,Office Supplies,Binders,99.68,5,0.2,32.396,0.325,2017
CA-2017-126067,2017-08-28,Standard Class,Kristina Nunn,Home Office,West,Washington,Seattle,Office Supplies,Art,5.56,2,0.0,1.4456,0.26,2017
CA-2015-104514,2015-01-02,Second Class,Claudia Bergmann,Corporate,East,Delaware,Newark,Office Supplies,Storage,85.52,2,0.0,22.2352,0.26,2015
CA-2015-104514,2015-01-02,Second Class,Claudia Bergmann,Corporate,East,Delaware,Newark,Office Supplies,Art,9.84,3,0.0,2.6568,0.27,2015
CA-2015-104514,2015-01-02,Second Class,Claudia Bergmann,Corporate,East,Delaware,Newark,Office Supplies,Paper,20.04,3,0.0,9.6192,0.48,2015
CA-2015-141040,2015-10-09,Second Class,Tim Brockman,Consumer,East,New York,New York City,Technology,Phones,631.96,4,0.0,303.3408,0.48,2015
CA-2015-141040,2015-10-09,Second Class,Tim Brockman,Consumer,East,New York,New York City,Office Supplies,Paper,23.92,4,0.0,10.764,0.45,2015
CA-2014-113579,2014-12-13,Second Class,Katherine Ducich,Consumer,West,California,Los Angeles,Office Supplies,Paper,90.24,6,0.0,41.5104,0.46,2014
CA-2014-144624,2014-11-19,Standard Class,John Murray,Consumer,East,New York,Jamestown,Technology,Phones,4548.81,7,0.0,1228.1787,0.27,2014
CA-2016-146206,2016-09-10,Second Class,Kean Thornton,Consumer,Central,Texas,Houston,Furniture,Tables,300.93,5,0.3,-34.392,-0.1143,2016
CA-2016-146206,2016-09-10,Second Class,Kean Thornton,Consumer,Central,Texas,Houston,Technology,Phones,719.96,5,0.2,53.997,0.075,2016
CA-2014-136644,2014-06-16,Standard Class,Sonia Cooley,Consumer,Central,Indiana,Mishawaka,Furniture,Chairs,647.84,8,0.0,32.392,0.05,2014
CA-2015-122371,2015-09-26,Standard Class,Bryan Spruell,Home Office,West,California,San Diego,Office Supplies,Storage,64.17,3,0.0,18.6093,0.29,2015
CA-2015-122371,2015-09-26,Standard Class,Bryan Spruell,Home Office,West,California,San Diego,Office Supplies,Envelopes,124.46,2,0.0,58.4962,0.47,2015
CA-2016-126935,2016-05-19,Standard Class,Bill Tyler,Corporate,West,California,San Francisco,Office Supplies,Binders,9.584,1,0.2,3.3544,0.35,2016
US-2017-133781,2017-06-22,First Class,Dan Campbell,Consumer,South,Florida,Miami,Office Supplies,Envelopes,37.608,3,0.2,12.6927,0.3375,2017
CA-2017-131618,2017-06-17,First Class,Luke Schmidt,Corporate,Central,Illinois,Skokie,Office Supplies,Binders,2.304,4,0.8,-3.5712,-1.55,2017
CA-2017-131618,2017-06-17,First Class,Luke Schmidt,Corporate,Central,Illinois,Skokie,Office Supplies,Binders,9.36,4,0.8,-16.38,-1.75,2017
CA-2016-149482,2016-11-14,Standard Class,Ralph Ritter,Consumer,West,California,San Francisco,Office Supplies,Labels,7.38,2,0.0,3.4686,0.47,2016
CA-2014-143917,2014-07-25,Second Class,Ken Lonsdale,Consumer,West,California,San Francisco,Office Supplies,Storage,53.72,4,0.0,15.0416,0.28,2014
CA-2014-143917,2014-07-25,Second Class,Ken Lonsdale,Consumer,West,California,San Francisco,Office Supplies,Supplies,8187.65,5,0.0,327.506,0.04,2014
CA-2014-143917,2014-07-25,Second Class,Ken Lonsdale,Consumer,West,California,San Francisco,Furniture,Furnishings,77.92,8,0.0,34.2848,0.44,2014
CA-2015-120397,2015-07-02,Same Day,Richard Bierner,Consumer,Central,Texas,Houston,Office Supplies,Appliances,32.784,4,0.8,-85.2384,-2.6,2015
CA-2017-163902,2017-03-02,Standard Class,Maribeth Yedwab,Corporate,West,California,Los Angeles,Technology,Phones,196.776,3,0.2,14.7582,0.075,2017
CA-2017-163902,2017-03-02,Standard Class,Maribeth Yedwab,Corporate,West,California,Los Angeles,Technology,Accessories,479.94,6,0.0,52.7934,0.11,2017
CA-2016-136812,2016-11-18,Standard Class,Arthur Wiediger,Home Office,Central,Oklahoma,Oklahoma City,Office Supplies,Storage,1117.92,4,0.0,55.896,0.05,2016
CA-2015-102722,2015-04-18,First Class,Kelly Williams,Consumer,South,Louisiana,Monroe,Technology,Accessories,106.5,6,0.0,41.535,0.39,2015
CA-2017-155089,2017-12-02,Standard Class,Daniel Byrd,Home Office,South,Florida,Tampa,Office Supplies,Binders,45.66,5,0.7,-33.484,-0.7333,2017
CA-2016-124506,2016-11-11,Standard Class,Brenda Bowman,Corporate,Central,Illinois,Chicago,Technology,Accessories,95.968,4,0.2,1.1996,0.0125,2016
CA-2016-124506,2016-11-11,Standard Class,Brenda Bowman,Corporate,Central,Illinois,Chicago,Furniture,Chairs,47.992,2,0.3,-2.0568,-0.0429,2016
CA-2014-106572,2014-09-05,Standard Class,Nora Preis,Consumer,East,Ohio,Bowling Green,Office Supplies,Storage,264.32,2,0.2,19.824,0.075,2014
